begin_date,type,paperless_billing,pay_mentmethod,monthly_charges,total_charges,senior_citizen,partner,dependents,internet_service,online_security,online_backup,device_protection,tech_support
2018-02-01,Month-to-month,Yes,Mailed check,84.3,1855.65,0,No,No,Fiber optic,No,Yes,No,No
2019-12-01,Month-to-month,Yes,Mailed check,20.3,20.3,0,No,No,,,,,
2019-06-01,Month-to-month,Yes,Electronic check,65.45,554.45,0,No,No,DSL,No,Yes,No,Yes
2017-02-01,Two year,Yes,Credit card (automatic),106.05,3834.4,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes
2019-10-01,Month-to-month,Yes,Electronic check,80.2,181.1,0,No,No,Fiber optic,No,No,No,No
2018-11-01,One year,No,Mailed check,20.55,295.95,0,Yes,Yes,,,,,
2019-10-01,Month-to-month,No,Mailed check,70.85,70.85,1,Yes,No,Fiber optic,No,No,No,No
2015-02-01,Two year,Yes,Electronic check,110.6,6586.85,0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes
2018-10-01,Month-to-month,Yes,Electronic check,100.35,1358.85,0,No,No,Fiber optic,Yes,No,No,No
2014-10-01,Two year,Yes,Bank transfer (automatic),20.05,1198.05,1,No,No,,,,,
2016-04-01,One year,No,Bank transfer (automatic),90.95,4236.6,0,Yes,Yes,Fiber optic,No,No,Yes,Yes
2014-01-01,Two year,Yes,Electronic check,103.4,7372.65,0,Yes,Yes,Fiber optic,No,Yes,Yes,No
2017-06-01,Month-to-month,Yes,Electronic check,101.35,3334.9,0,No,No,Fiber optic,No,No,Yes,No
2016-04-01,Month-to-month,Yes,Bank transfer (automatic),80.0,3769.7,0,Yes,Yes,Fiber optic,No,Yes,No,No
2016-05-01,One year,Yes,Credit card (automatic),95.0,4368.85,0,Yes,Yes,Fiber optic,No,Yes,Yes,No
2019-09-01,Month-to-month,Yes,Electronic check,82.75,417.75,0,No,No,Fiber optic,No,No,Yes,Yes
2014-09-01,Month-to-month,Yes,Electronic check,100.15,6283.3,0,Yes,Yes,Fiber optic,No,Yes,Yes,No
2019-08-01,Month-to-month,No,Mailed check,20.2,123.65,0,No,No,,,,,
2018-08-01,Two year,No,Mailed check,25.1,428.45,0,Yes,Yes,,,,,
2018-10-01,Two year,No,Mailed check,54.85,916.15,0,No,No,DSL,Yes,Yes,Yes,Yes
2017-11-01,One year,No,Mailed check,78.2,2078.95,0,No,No,DSL,No,Yes,Yes,Yes
2015-04-01,Month-to-month,Yes,Electronic check,95.3,5817.7,0,No,No,Fiber optic,No,No,No,Yes
2017-08-01,One year,Yes,Credit card (automatic),79.3,2427.1,0,No,No,DSL,Yes,No,Yes,No
2019-05-01,Month-to-month,Yes,Mailed check,84.85,415.55,1,No,No,Fiber optic,No,No,Yes,No
2019-07-01,Month-to-month,No,Bank transfer (automatic),64.3,445.95,0,No,No,DSL,No,No,Yes,Yes
2019-01-01,Month-to-month,Yes,Electronic check,98.5,1037.75,0,Yes,No,Fiber optic,No,No,Yes,No
2019-02-01,Month-to-month,Yes,Electronic check,21.15,306.05,0,Yes,Yes,,,,,
2019-01-01,Month-to-month,Yes,Electronic check,72.8,930.05,0,Yes,Yes,DSL,No,Yes,Yes,Yes
2016-12-01,Two year,No,Bank transfer (automatic),20.4,743.5,0,Yes,No,,,,,
2019-07-01,Month-to-month,Yes,Electronic check,74.9,490.55,0,No,No,Fiber optic,No,No,Yes,No
2019-06-01,Two year,No,Mailed check,19.7,130.25,0,Yes,Yes,,,,,
2014-04-01,One year,Yes,Electronic check,107.9,7475.85,1,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
2015-08-01,Two year,No,Credit card (automatic),20.05,1102.4,0,Yes,No,,,,,
2018-04-01,One year,No,Bank transfer (automatic),65.25,1441.8,0,No,No,DSL,No,Yes,Yes,No
2014-04-01,Two year,Yes,Credit card (automatic),111.95,7795.95,0,No,No,Fiber optic,Yes,Yes,Yes,Yes
2019-09-01,Month-to-month,No,Mailed check,69.55,69.55,0,No,No,Fiber optic,No,No,No,No
2014-12-01,Two year,No,Credit card (automatic),20.05,1263.9,0,Yes,Yes,,,,,
2019-10-01,Month-to-month,Yes,Mailed check,24.05,24.05,0,No,No,,,,,
2018-09-01,Month-to-month,Yes,Electronic check,86.1,1235.55,0,Yes,No,Fiber optic,No,No,No,No
2019-04-01,Month-to-month,Yes,Credit card (automatic),20.0,198.6,0,No,No,,,,,
2016-08-01,Month-to-month,Yes,Bank transfer (automatic),97.1,3706.95,0,Yes,No,Fiber optic,No,No,No,No
2014-11-01,Two year,No,Mailed check,19.25,1237.65,0,Yes,No,,,,,
2019-09-01,Month-to-month,No,Credit card (automatic),80.8,332.45,0,No,Yes,Fiber optic,No,No,No,Yes
2020-01-01,Month-to-month,No,Electronic check,70.1,70.1,0,No,No,Fiber optic,No,No,No,No
2014-06-01,One year,No,Bank transfer (automatic),58.25,3975.7,0,Yes,No,DSL,Yes,No,No,Yes
2019-10-01,Month-to-month,No,Mailed check,20.0,20.0,0,No,No,,,,,
2016-12-01,One year,Yes,Credit card (automatic),85.95,3110.1,0,No,No,DSL,Yes,No,Yes,Yes
2014-03-01,Two year,Yes,Credit card (automatic),82.0,5999.85,0,Yes,Yes,DSL,Yes,No,Yes,Yes
2014-07-01,One year,No,Mailed check,75.1,5064.45,0,Yes,No,DSL,Yes,Yes,Yes,No
2014-06-01,Two year,No,Bank transfer (automatic),85.3,5560.0,0,Yes,Yes,DSL,No,Yes,Yes,Yes
2014-03-01,One year,Yes,Credit card (automatic),85.45,6028.95,0,No,Yes,Fiber optic,Yes,Yes,No,No
2017-09-01,One year,No,Credit card (automatic),39.5,1082.75,0,No,No,DSL,Yes,Yes,No,Yes
2019-01-01,Month-to-month,No,Electronic check,30.15,382.2,0,No,Yes,DSL,No,Yes,No,No
2016-09-01,Month-to-month,Yes,Bank transfer (automatic),99.25,3777.15,0,No,Yes,Fiber optic,No,No,Yes,No
2014-02-01,Two year,Yes,Credit card (automatic),83.55,6093.3,0,Yes,Yes,DSL,Yes,No,Yes,Yes
2014-05-01,Two year,Yes,Credit card (automatic),54.95,3772.5,0,Yes,Yes,DSL,No,Yes,Yes,No
2014-07-01,Two year,Yes,Mailed check,85.25,5714.2,0,No,No,DSL,Yes,No,Yes,Yes
2019-12-01,Month-to-month,No,Electronic check,45.8,45.8,0,No,No,DSL,No,No,No,No
2018-04-01,Month-to-month,Yes,Electronic check,80.65,1451.9,0,No,No,Fiber optic,No,Yes,No,No
2017-09-01,Month-to-month,Yes,Electronic check,45.9,1332.4,0,Yes,No,DSL,No,No,No,No
2019-05-01,Month-to-month,No,Credit card (automatic),75.5,637.4,1,No,No,Fiber optic,No,No,Yes,No
2017-03-01,Month-to-month,Yes,Bank transfer (automatic),89.65,3161.6,0,Yes,Yes,Fiber optic,No,Yes,No,No
2015-11-01,One year,No,Credit card (automatic),110.05,5686.4,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes
2019-09-01,Month-to-month,No,Credit card (automatic),55.8,300.4,0,No,No,DSL,Yes,No,Yes,No
2019-09-01,Month-to-month,Yes,Electronic check,69.2,69.2,0,No,No,Fiber optic,No,No,No,No
2019-11-01,Month-to-month,No,Mailed check,19.95,58.0,0,No,No,,,,,
2015-12-01,Month-to-month,No,Bank transfer (automatic),96.05,4399.5,0,No,No,Fiber optic,No,No,No,No
2018-02-01,Month-to-month,Yes,Electronic check,104.15,2494.65,0,No,No,Fiber optic,No,Yes,Yes,No
2019-09-01,Month-to-month,Yes,Electronic check,79.6,79.6,0,No,Yes,Fiber optic,No,No,No,No
2016-07-01,Month-to-month,Yes,Electronic check,91.65,3954.1,0,No,No,Fiber optic,No,Yes,Yes,No
2020-01-01,Month-to-month,Yes,Mailed check,21.05,21.05,0,No,Yes,,,,,
2019-06-01,Month-to-month,Yes,Mailed check,99.15,465.05,0,Yes,Yes,Fiber optic,No,Yes,No,Yes
2014-03-01,Two year,Yes,Bank transfer (automatic),110.0,7611.85,0,Yes,No,Fiber optic,No,Yes,Yes,Yes
2019-05-01,Month-to-month,Yes,Mailed check,79.65,604.7,0,No,No,Fiber optic,Yes,No,No,No
2019-09-01,Month-to-month,No,Mailed check,50.45,50.45,0,Yes,Yes,DSL,No,No,Yes,No
2014-02-01,Two year,No,Bank transfer (automatic),19.55,1463.45,0,Yes,Yes,,,,,
2014-10-01,Two year,Yes,Credit card (automatic),111.6,6876.05,0,No,No,Fiber optic,Yes,No,Yes,Yes
2017-03-01,Month-to-month,Yes,Electronic check,104.9,3351.55,1,Yes,No,Fiber optic,No,No,Yes,Yes
2014-06-01,Two year,No,Bank transfer (automatic),25.25,1728.2,0,Yes,No,,,,,
2019-07-01,Month-to-month,No,Bank transfer (automatic),67.95,350.3,0,Yes,No,DSL,No,No,Yes,Yes
2015-01-01,Month-to-month,No,Credit card (automatic),94.15,5731.85,0,Yes,No,Fiber optic,No,Yes,Yes,Yes
2016-02-01,One year,No,Bank transfer (automatic),69.7,3023.65,0,Yes,Yes,DSL,Yes,No,Yes,Yes
2017-01-01,Two year,Yes,Credit card (automatic),62.8,2278.75,0,Yes,Yes,DSL,Yes,No,Yes,Yes
2018-04-01,Month-to-month,Yes,Credit card (automatic),90.0,1527.35,0,No,No,Fiber optic,No,Yes,No,No
2015-07-01,Two year,Yes,Bank transfer (automatic),96.25,4990.25,0,Yes,Yes,Fiber optic,No,No,Yes,Yes
2014-02-01,Two year,Yes,Credit card (automatic),88.05,6425.65,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes
2018-10-01,Month-to-month,No,Mailed check,19.35,275.9,0,Yes,Yes,,,,,
2015-06-01,One year,No,Credit card (automatic),94.8,5264.3,1,No,Yes,Fiber optic,Yes,No,No,No
2019-04-01,Month-to-month,Yes,Electronic check,74.5,609.9,0,Yes,No,Fiber optic,Yes,No,No,No
2014-04-01,Two year,No,Mailed check,25.4,1782.05,0,Yes,Yes,,,,,
2019-09-01,Month-to-month,Yes,Mailed check,36.45,93.7,1,Yes,No,DSL,No,No,No,No
2019-08-01,Month-to-month,No,Mailed check,19.85,63.75,0,No,No,,,,,
2015-12-01,One year,No,Electronic check,75.5,4025.6,0,Yes,Yes,DSL,Yes,No,No,Yes
2015-10-01,One year,Yes,Electronic check,106.5,5621.85,1,Yes,No,Fiber optic,No,Yes,Yes,No
2017-06-01,Month-to-month,Yes,Electronic check,54.2,1739.6,0,No,No,DSL,No,Yes,No,No
2019-06-01,Month-to-month,Yes,Credit card (automatic),70.05,266.9,0,No,No,Fiber optic,No,No,No,No
2014-10-01,Two year,No,Credit card (automatic),86.55,5632.55,0,No,No,DSL,No,Yes,Yes,Yes
2017-10-01,Month-to-month,No,Bank transfer (automatic),76.55,2065.4,0,Yes,No,Fiber optic,No,No,No,Yes
2015-12-01,Two year,Yes,Mailed check,100.2,5038.45,0,No,No,Fiber optic,No,Yes,No,Yes
2014-07-01,Two year,No,Bank transfer (automatic),50.55,3260.1,0,No,No,DSL,No,No,No,Yes
2017-04-01,Month-to-month,Yes,Electronic check,56.25,1765.95,1,No,No,DSL,No,Yes,Yes,No
2017-12-01,Month-to-month,Yes,Bank transfer (automatic),100.5,2599.95,0,No,No,Fiber optic,No,No,Yes,No
2015-07-01,One year,Yes,Bank transfer (automatic),75.75,4264.25,0,Yes,Yes,DSL,Yes,Yes,No,Yes
2017-07-01,Month-to-month,Yes,Bank transfer (automatic),75.2,1929.35,1,Yes,No,Fiber optic,Yes,No,No,No
2018-07-01,One year,No,Bank transfer (automatic),20.15,390.85,0,No,Yes,,,,,
2014-07-01,One year,No,Mailed check,60.05,3994.05,0,Yes,Yes,DSL,Yes,Yes,No,Yes
2014-10-01,Month-to-month,No,Credit card (automatic),74.65,4869.35,1,No,No,DSL,No,Yes,Yes,Yes
2018-10-01,Two year,No,Mailed check,19.75,284.35,0,No,No,,,,,
2018-08-01,Month-to-month,Yes,Electronic check,89.15,1496.9,1,No,No,Fiber optic,No,Yes,Yes,No
2014-10-01,Two year,Yes,Electronic check,94.1,5638.3,0,Yes,No,Fiber optic,No,Yes,No,Yes
2017-08-01,Two year,No,Electronic check,74.85,2181.75,1,Yes,No,DSL,No,No,Yes,No
2016-07-01,One year,Yes,Mailed check,56.35,2391.15,0,Yes,No,DSL,No,No,No,No
2014-07-01,Month-to-month,Yes,Credit card (automatic),94.65,6079.0,1,Yes,No,Fiber optic,No,No,No,No
2014-10-01,Month-to-month,No,Electronic check,81.05,5135.35,0,Yes,Yes,Fiber optic,Yes,Yes,No,No
2014-02-01,Two year,No,Bank transfer (automatic),105.5,7611.55,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes
2018-02-01,One year,No,Mailed check,19.9,533.5,0,Yes,Yes,,,,,
2018-11-01,Month-to-month,Yes,Bank transfer (automatic),89.75,1052.4,0,No,No,Fiber optic,No,Yes,No,No
2016-06-01,Month-to-month,No,Credit card (automatic),68.85,2958.95,0,No,No,Fiber optic,No,No,No,No
2018-02-01,Month-to-month,No,Bank transfer (automatic),81.0,1923.85,0,Yes,Yes,DSL,Yes,No,No,Yes
2019-10-01,Month-to-month,Yes,Mailed check,64.4,253.0,0,No,No,DSL,No,No,No,Yes
2016-12-01,Month-to-month,Yes,Electronic check,92.5,3473.4,1,Yes,No,Fiber optic,No,No,No,No
2018-11-01,Month-to-month,No,Mailed check,19.6,299.4,0,No,No,,,,,
2014-02-01,Two year,Yes,Credit card (automatic),114.05,8468.2,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
2016-02-01,One year,Yes,Bank transfer (automatic),58.95,2789.7,1,Yes,No,DSL,No,Yes,No,No
2019-09-01,Month-to-month,No,Mailed check,44.8,220.45,0,Yes,Yes,DSL,No,No,No,No
2016-12-01,Month-to-month,No,Bank transfer (automatic),91.7,3479.05,0,Yes,No,Fiber optic,Yes,No,No,No
2017-10-01,One year,No,Mailed check,25.55,672.2,0,Yes,No,,,,,
2017-07-01,One year,Yes,Electronic check,50.05,1523.4,0,No,No,DSL,No,No,Yes,No
2017-06-01,Month-to-month,No,Bank transfer (automatic),19.9,601.55,0,No,No,,,,,
2019-01-01,Month-to-month,Yes,Credit card (automatic),52.1,670.65,0,No,Yes,DSL,Yes,No,No,No
2020-01-01,Month-to-month,Yes,Mailed check,19.4,19.4,0,Yes,Yes,,,,,
2016-02-01,Month-to-month,Yes,Electronic check,103.85,4946.05,0,No,No,Fiber optic,No,No,Yes,Yes
2016-03-01,One year,No,Electronic check,40.3,1794.8,0,Yes,Yes,DSL,Yes,No,Yes,Yes
2016-03-01,Two year,No,Bank transfer (automatic),63.8,3007.25,0,Yes,Yes,DSL,No,Yes,No,Yes
2019-09-01,Month-to-month,No,Electronic check,19.75,58.85,0,No,No,,,,,
2014-02-01,Two year,No,Credit card (automatic),24.1,1734.65,0,Yes,Yes,,,,,
2017-12-01,Month-to-month,Yes,Credit card (automatic),75.4,1747.85,0,Yes,No,Fiber optic,No,No,No,No
2014-03-01,Two year,No,Credit card (automatic),89.3,6388.65,0,Yes,No,DSL,Yes,Yes,Yes,Yes
2019-07-01,Month-to-month,Yes,Electronic check,49.15,169.05,0,No,No,DSL,No,No,Yes,No
2016-08-01,One year,Yes,Electronic check,108.3,4586.15,0,Yes,No,Fiber optic,No,No,Yes,Yes
2019-02-01,Month-to-month,No,Credit card (automatic),20.05,265.45,0,No,No,,,,,
2016-10-01,Two year,No,Mailed check,19.1,780.1,0,Yes,No,,,,,
2019-02-01,Month-to-month,No,Electronic check,86.45,830.85,0,No,No,Fiber optic,No,No,No,No
2019-01-01,Month-to-month,Yes,Electronic check,83.3,803.3,0,No,No,Fiber optic,No,No,No,No
2019-12-01,Month-to-month,Yes,Electronic check,45.65,45.65,0,No,No,DSL,No,No,No,No
2019-06-01,Month-to-month,No,Bank transfer (automatic),84.05,333.55,0,No,Yes,Fiber optic,No,Yes,Yes,No
2019-02-01,Month-to-month,Yes,Electronic check,67.25,832.3,0,No,No,DSL,Yes,Yes,No,Yes
2018-05-01,Month-to-month,No,Electronic check,80.35,1747.2,0,No,Yes,Fiber optic,Yes,No,No,No
2016-08-01,One year,Yes,Mailed check,20.65,958.1,0,No,No,,,,,
2018-03-01,One year,No,Mailed check,19.65,436.9,0,Yes,Yes,,,,,
2015-08-01,Two year,Yes,Bank transfer (automatic),59.8,3246.45,0,Yes,Yes,DSL,No,Yes,Yes,No
2018-06-01,Month-to-month,No,Electronic check,78.8,1641.3,0,No,No,Fiber optic,No,No,No,No
2018-11-01,Month-to-month,No,Electronic check,53.75,608.0,0,No,No,DSL,No,No,Yes,No
2014-02-01,Two year,No,Bank transfer (automatic),111.95,8033.1,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
2019-04-01,Month-to-month,Yes,Mailed check,19.85,193.05,0,No,No,,,,,
2016-03-01,One year,No,Credit card (automatic),94.9,4615.25,0,No,No,Fiber optic,Yes,No,Yes,No
2017-05-01,Month-to-month,Yes,Bank transfer (automatic),80.15,2265.25,0,Yes,No,Fiber optic,No,Yes,No,No
2019-10-01,Month-to-month,Yes,Electronic check,24.8,24.8,1,Yes,No,DSL,No,No,No,No
2014-02-01,Two year,No,Credit card (automatic),20.5,1502.25,0,Yes,No,,,,,
2015-01-01,One year,Yes,Bank transfer (automatic),70.1,3913.3,0,Yes,Yes,DSL,Yes,No,No,No
2018-02-01,Month-to-month,Yes,Mailed check,49.7,1218.25,0,No,No,DSL,No,Yes,No,No
2017-02-01,Month-to-month,Yes,Electronic check,99.05,3395.8,1,No,No,Fiber optic,No,No,Yes,No
2017-07-01,Month-to-month,Yes,Bank transfer (automatic),96.6,2877.95,1,No,No,Fiber optic,No,No,Yes,Yes
2014-11-01,One year,Yes,Bank transfer (automatic),40.6,2588.95,0,No,Yes,DSL,Yes,Yes,No,Yes
2015-02-01,Month-to-month,Yes,Electronic check,105.9,6401.25,1,Yes,No,Fiber optic,No,Yes,Yes,No
2014-03-01,One year,Yes,Bank transfer (automatic),71.0,5012.1,1,Yes,No,DSL,Yes,Yes,No,Yes
2020-01-01,Month-to-month,No,Mailed check,19.9,19.9,0,No,No,,,,,
2015-04-01,Two year,No,Bank transfer (automatic),70.1,4048.95,0,No,No,DSL,No,Yes,Yes,Yes
2017-01-01,One year,No,Bank transfer (automatic),64.65,2347.85,0,No,No,DSL,Yes,No,No,No
2016-10-01,Month-to-month,Yes,Mailed check,71.35,2847.2,0,Yes,Yes,DSL,Yes,Yes,No,Yes
2016-07-01,Month-to-month,Yes,Electronic check,101.75,4273.45,0,No,No,Fiber optic,No,Yes,No,No
2019-11-01,Month-to-month,Yes,Electronic check,69.55,200.2,0,Yes,Yes,Fiber optic,No,No,No,No
2014-08-01,Two year,Yes,Bank transfer (automatic),63.3,4189.7,0,Yes,Yes,DSL,No,No,Yes,No
2019-11-01,Month-to-month,Yes,Electronic check,55.0,55.0,0,No,No,DSL,No,No,No,No
2019-07-01,Month-to-month,Yes,Electronic check,24.7,149.05,0,Yes,Yes,DSL,No,No,No,No
2018-05-01,Month-to-month,Yes,Credit card (automatic),90.7,1597.25,0,No,No,Fiber optic,No,No,Yes,No
2020-01-01,Month-to-month,Yes,Bank transfer (automatic),70.45,70.45,0,No,Yes,DSL,Yes,Yes,No,Yes
2018-09-01,Month-to-month,Yes,Electronic check,54.45,706.85,0,Yes,No,DSL,Yes,No,No,Yes
2019-04-01,Month-to-month,Yes,Electronic check,100.6,819.4,1,No,No,Fiber optic,No,No,Yes,No
2018-02-01,Two year,No,Electronic check,64.35,1558.65,0,Yes,Yes,DSL,Yes,Yes,Yes,No
2019-11-01,Month-to-month,Yes,Electronic check,80.5,232.35,0,No,No,Fiber optic,No,No,No,No
2019-01-01,Month-to-month,No,Electronic check,100.75,1313.25,0,No,No,Fiber optic,No,No,No,Yes
2015-01-01,One year,Yes,Electronic check,106.45,6145.85,0,No,No,Fiber optic,Yes,Yes,Yes,No
2017-10-01,Month-to-month,Yes,Bank transfer (automatic),79.85,2015.35,0,No,No,Fiber optic,Yes,Yes,No,No
2019-01-01,Month-to-month,Yes,Electronic check,79.95,857.2,0,Yes,No,Fiber optic,No,No,No,No
2017-06-01,Month-to-month,Yes,Mailed check,93.95,2861.45,1,Yes,Yes,Fiber optic,No,Yes,No,No
2015-05-01,Two year,No,Bank transfer (automatic),19.75,1272.05,0,Yes,Yes,,,,,
2017-05-01,Month-to-month,No,Credit card (automatic),51.2,1561.5,0,Yes,Yes,DSL,No,No,No,Yes
2019-03-01,Month-to-month,Yes,Credit card (automatic),81.0,818.05,0,No,No,Fiber optic,No,Yes,No,No
2019-03-01,Two year,No,Mailed check,25.0,300.7,0,Yes,Yes,,,,,
2016-10-01,One year,Yes,Mailed check,50.25,2023.55,0,No,No,DSL,No,No,Yes,No
2019-10-01,Month-to-month,Yes,Electronic check,61.3,249.4,0,No,No,DSL,No,No,No,Yes
2018-06-01,Month-to-month,Yes,Electronic check,99.95,1931.75,0,No,No,Fiber optic,No,Yes,No,No
2015-02-01,Two year,Yes,Bank transfer (automatic),80.6,4946.7,0,Yes,Yes,DSL,No,Yes,Yes,Yes
2015-11-01,Month-to-month,Yes,Electronic check,99.0,5038.15,0,No,No,Fiber optic,No,Yes,Yes,No
2014-02-01,Two year,No,Credit card (automatic),25.75,1864.2,0,Yes,No,,,,,
2017-04-01,Month-to-month,No,Mailed check,65.0,2157.5,0,No,No,DSL,No,No,No,Yes
2014-10-01,Two year,No,Electronic check,102.1,6538.45,1,Yes,No,Fiber optic,No,No,Yes,Yes
2018-03-01,One year,Yes,Credit card (automatic),44.85,893.55,0,No,No,DSL,No,No,No,No
2016-02-01,Two year,No,Bank transfer (automatic),20.2,1027.25,0,Yes,Yes,,,,,
2017-12-01,Month-to-month,Yes,Mailed check,49.5,1265.65,0,No,Yes,DSL,No,No,No,No
2018-03-01,Month-to-month,Yes,Electronic check,88.2,1775.8,1,No,No,Fiber optic,No,Yes,No,No
2018-08-01,One year,No,Credit card (automatic),46.4,812.4,0,Yes,Yes,DSL,No,Yes,Yes,No
2014-02-01,Two year,No,Credit card (automatic),24.25,1784.5,0,Yes,Yes,,,,,
2018-01-01,Month-to-month,Yes,Electronic check,90.6,1943.2,0,No,No,Fiber optic,No,No,No,Yes
2016-07-01,One year,Yes,Bank transfer (automatic),84.25,3539.25,0,Yes,No,Fiber optic,Yes,No,Yes,Yes
2014-07-01,Two year,No,Electronic check,43.9,3097.2,0,No,No,DSL,Yes,No,No,Yes
2017-07-01,One year,No,Credit card (automatic),20.1,589.25,0,No,Yes,,,,,
2020-01-01,Month-to-month,No,Mailed check,20.35,20.35,0,No,No,,,,,
2016-11-01,Two year,No,Credit card (automatic),20.7,762.45,0,No,No,,,,,
2018-01-01,Month-to-month,No,Credit card (automatic),20.05,471.7,0,No,Yes,,,,,
2019-04-01,Month-to-month,Yes,Mailed check,20.55,187.35,0,No,No,,,,,
2015-10-01,One year,No,Mailed check,100.45,4941.8,0,Yes,Yes,Fiber optic,No,Yes,No,No
2018-09-01,Month-to-month,Yes,Credit card (automatic),99.1,1426.4,0,No,No,Fiber optic,Yes,Yes,No,No
2014-11-01,One year,No,Bank transfer (automatic),68.8,4111.35,0,No,No,DSL,Yes,Yes,Yes,Yes
2014-08-01,Month-to-month,No,Bank transfer (automatic),105.25,6786.4,1,Yes,No,Fiber optic,Yes,No,Yes,No
2019-08-01,Month-to-month,No,Bank transfer (automatic),20.15,130.5,0,No,No,,,,,
2016-11-01,Month-to-month,Yes,Electronic check,101.25,3949.15,1,Yes,No,Fiber optic,No,No,No,Yes
2018-03-01,One year,No,Mailed check,19.8,465.45,0,No,Yes,,,,,
2016-08-01,One year,Yes,Electronic check,73.0,3001.2,0,Yes,No,DSL,No,No,Yes,No
2014-08-01,Two year,Yes,Credit card (automatic),25.3,1672.35,0,Yes,Yes,,,,,
2014-02-01,Month-to-month,Yes,Credit card (automatic),105.1,7548.1,1,Yes,Yes,Fiber optic,Yes,Yes,No,No
2018-06-01,Month-to-month,Yes,Electronic check,70.0,1144.5,0,No,No,Fiber optic,No,No,No,No
2018-03-01,Month-to-month,No,Electronic check,85.6,1868.4,0,Yes,Yes,Fiber optic,No,No,No,No
2016-02-01,One year,No,Mailed check,88.4,3912.9,1,Yes,No,Fiber optic,No,Yes,No,No
2019-12-01,Month-to-month,No,Electronic check,90.6,90.6,0,No,No,Fiber optic,No,No,No,No
2015-10-01,Two year,No,Mailed check,24.55,1331.05,0,Yes,Yes,,,,,
2019-10-01,Month-to-month,Yes,Electronic check,25.15,99.95,0,Yes,No,DSL,No,No,No,No
2017-01-01,Month-to-month,Yes,Electronic check,88.8,3340.55,0,Yes,Yes,Fiber optic,No,Yes,No,No
2016-08-01,Two year,No,Mailed check,19.35,867.3,0,Yes,Yes,,,,,
2019-11-01,Month-to-month,Yes,Bank transfer (automatic),75.3,75.3,1,No,No,Fiber optic,No,No,Yes,No
2017-01-01,One year,Yes,Bank transfer (automatic),90.6,3358.65,0,No,No,DSL,Yes,Yes,Yes,Yes
2015-09-01,Two year,No,Mailed check,20.25,1048.45,0,No,No,,,,,
2019-11-01,Month-to-month,No,Mailed check,25.0,78.25,0,Yes,No,DSL,No,No,No,No
2017-11-01,Month-to-month,Yes,Electronic check,80.25,1861.5,0,No,No,Fiber optic,No,Yes,No,No
2020-01-01,Month-to-month,No,Electronic check,49.75,49.75,0,No,No,DSL,Yes,No,No,No
2018-11-01,Month-to-month,Yes,Electronic check,44.55,480.6,0,No,Yes,DSL,No,No,No,No
2019-05-01,Month-to-month,Yes,Electronic check,75.5,438.0,0,Yes,No,Fiber optic,No,No,No,No
2018-11-01,Month-to-month,No,Mailed check,75.1,1151.55,0,Yes,Yes,Fiber optic,Yes,No,No,No
2019-09-01,Month-to-month,Yes,Electronic check,69.35,191.35,0,No,No,DSL,No,No,No,Yes
2019-11-01,Month-to-month,Yes,Mailed check,20.2,20.2,0,No,No,,,,,
2020-01-01,Month-to-month,Yes,Bank transfer (automatic),20.3,20.3,0,Yes,No,,,,,
2014-08-01,Two year,Yes,Electronic check,59.75,3996.8,0,Yes,Yes,DSL,Yes,No,No,No
2019-03-01,Month-to-month,No,Electronic check,76.4,838.7,0,No,No,Fiber optic,Yes,No,No,No
2014-03-01,Two year,Yes,Bank transfer (automatic),116.05,8297.5,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
2019-11-01,Month-to-month,No,Mailed check,20.1,20.1,0,No,No,,,,,
2020-01-01,Month-to-month,Yes,Mailed check,20.25,20.25,0,No,No,,,,,
2019-03-01,Month-to-month,No,Mailed check,44.95,431.0,0,No,No,DSL,No,No,No,No
2016-09-01,Month-to-month,Yes,Electronic check,105.0,4026.4,0,Yes,No,Fiber optic,No,No,Yes,Yes
2019-12-01,Month-to-month,No,Mailed check,19.3,44.4,0,No,No,,,,,
2015-06-01,One year,Yes,Mailed check,24.45,1431.65,0,Yes,Yes,,,,,
2015-01-01,One year,Yes,Bank transfer (automatic),50.7,3088.75,0,Yes,Yes,DSL,Yes,Yes,No,Yes
2015-05-01,Two year,No,Bank transfer (automatic),19.5,1167.6,0,Yes,Yes,,,,,
2019-05-01,Month-to-month,Yes,Electronic check,76.85,663.55,0,No,No,Fiber optic,No,No,No,No
2015-06-01,Two year,No,Bank transfer (automatic),45.05,2560.1,0,No,No,DSL,Yes,Yes,Yes,Yes
2016-11-01,One year,No,Electronic check,59.3,2209.15,0,No,No,DSL,No,No,No,Yes
2014-12-01,One year,Yes,Electronic check,110.8,6840.95,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
2016-08-01,One year,Yes,Electronic check,54.75,2348.45,0,No,No,DSL,Yes,Yes,Yes,Yes
2019-07-01,Month-to-month,Yes,Electronic check,48.2,340.35,1,No,No,DSL,Yes,No,No,No
